age,education,capital-gain,capital-loss,hours-per-week,income
28,3,0,0,25,0
30,10,0,0,40,0
37,9,0,1628,40,0
44,12,0,0,40,0
19,9,0,1602,30,0
40,9,0,0,60,0
42,10,7688,0,40,1
19,10,0,0,28,0
46,9,0,0,40,0
24,13,0,0,65,0
47,13,99999,0,55,1
55,14,0,0,40,1
25,9,0,0,60,0
24,11,0,0,5,0
38,9,0,0,40,0
41,5,0,0,35,0
40,9,0,0,40,1
22,13,0,0,12,0
46,7,7688,0,40,1
40,14,3325,0,40,0
25,13,3325,0,48,0
26,10,0,0,20,0
39,15,0,1977,50,1
22,10,0,0,25,0
50,11,0,1887,36,1
55,9,0,0,40,0
20,10,0,0,25,0
33,9,0,0,40,0
35,13,0,0,40,0
27,13,0,0,40,0
51,10,0,0,24,0
42,9,0,0,40,0
24,10,0,0,40,0
49,5,0,0,45,0
25,9,0,0,40,0
43,10,0,0,45,0
41,6,0,0,40,0
41,8,0,0,40,0
63,9,0,0,45,0
39,3,0,0,40,0
32,6,0,0,40,0
19,9,0,0,40,0
45,13,0,0,37,0
42,9,0,0,50,0
42,13,0,0,40,1
22,11,0,0,40,0
34,9,0,0,40,0
22,7,0,0,40,0
59,9,0,0,40,0
44,4,0,0,55,0
26,9,0,0,40,0
28,11,0,0,40,1
25,13,0,0,40,0
90,9,0,0,40,1
47,9,0,0,40,0
40,10,0,0,40,0
27,13,0,0,40,0
50,3,0,0,15,0
48,13,0,0,40,0
52,10,0,0,60,0
40,9,0,0,40,0
26,11,0,0,40,0
38,10,0,0,45,0
31,12,0,0,45,0
63,16,0,0,12,0
40,13,0,0,50,0
31,4,0,0,40,0
34,9,0,0,35,0
40,6,0,0,40,0
35,15,0,0,40,1
20,8,0,0,35,0
28,9,0,0,40,0
32,11,0,0,40,0
40,16,0,1977,45,1
20,10,0,0,16,0
36,6,0,0,40,0
19,10,0,0,35,0
19,10,594,0,10,0
61,14,0,0,4,0
42,14,0,0,70,0
76,4,0,0,30,0
33,9,0,1977,45,1
24,14,0,0,50,0
27,9,0,0,38,1
21,10,0,0,40,0
51,13,0,0,40,1
39,12,0,0,40,0
20,10,0,0,24,0
17,6,0,0,20,0
41,10,0,0,56,1
28,13,0,0,40,0
52,11,0,1902,40,1
18,8,0,0,12,0
29,13,0,0,24,0
31,9,0,0,40,0
47,15,15024,0,55,1
50,9,0,0,40,0
54,6,14344,0,68,1
30,11,0,0,40,0
59,9,0,0,45,1
47,13,0,0,18,0
57,10,99999,0,45,1
42,9,0,0,40,1
29,4,0,2042,40,0
52,9,0,0,40,0
49,13,0,0,40,1
27,11,0,0,40,0
18,9,0,0,40,0
49,5,0,2231,40,1
45,10,0,0,40,1
30,10,0,0,30,0
27,10,0,0,45,0
31,10,0,0,40,0
49,11,0,0,40,0
28,3,0,0,40,0
22,10,0,0,40,0
21,10,0,0,25,0
49,14,0,0,50,1
23,9,0,0,40,0
69,13,6418,0,45,1
49,9,0,0,50,0
40,10,0,0,50,0
49,13,0,0,45,1
43,14,5013,0,45,0
29,9,0,0,50,0
90,13,9386,0,15,1
51,9,0,0,40,1
49,9,0,0,40,0
55,9,0,0,60,1
33,9,0,0,30,0
35,10,0,0,40,0
49,9,0,0,40,0
37,5,3137,0,40,0
46,10,0,0,70,1
26,13,0,0,20,0
20,9,0,0,38,0
33,14,0,0,40,1
22,11,0,0,40,0
45,10,0,0,45,0
43,9,0,0,40,0
17,6,0,0,40,0
27,9,0,0,40,0
40,13,15024,0,99,1
35,10,0,0,45,0
56,14,0,0,40,1
49,9,0,0,40,0
37,5,0,0,40,0
37,9,0,0,50,0
28,11,0,0,70,1
23,13,0,0,40,0
24,11,0,0,45,0
20,10,0,0,60,0
60,10,7298,0,40,1
25,13,0,0,40,0
33,3,0,0,40,0
33,9,3103,0,40,1
18,7,0,0,15,0
60,10,0,0,35,1
52,8,0,0,45,0
53,10,0,0,40,0
41,11,0,0,40,0
28,9,0,0,40,0
27,13,0,1876,40,0
54,9,0,0,45,0
29,13,0,0,40,1
28,9,0,0,60,0
62,15,0,0,30,1
30,13,0,0,50,1
48,7,0,0,40,0
54,13,0,0,40,1
46,10,0,0,40,0
18,7,0,0,20,0
20,10,0,0,15,0
50,13,0,0,40,0
29,9,0,0,40,0
20,10,0,0,35,0
47,7,0,0,38,0
55,9,0,0,40,0
29,8,0,0,40,0
34,13,0,1590,50,0
36,2,0,0,40,0
76,13,0,0,20,0
54,9,914,0,40,0
17,7,0,0,16,0
27,13,0,1848,55,1
44,13,0,0,35,0
63,10,0,0,40,0
27,13,0,0,40,0
50,13,0,0,50,1
19,7,0,0,30,0
21,9,0,0,40,0
40,10,2580,0,40,0
20,10,0,0,20,0
34,9,0,0,35,0
44,13,7298,0,48,1
18,10,0,0,20,0
37,9,0,0,40,0
41,9,0,0,60,1
24,10,0,0,40,0
41,8,0,0,10,0
54,6,0,0,40,0
35,13,0,0,45,1
32,9,0,0,60,0
22,13,0,0,25,0
17,6,0,0,20,0
19,10,0,0,40,0
50,14,7688,0,50,1
34,13,0,0,48,1
40,14,0,1902,40,1
37,9,4386,0,45,1
47,13,0,0,60,0
64,4,0,0,30,0
48,9,0,0,37,1
36,13,0,0,50,1
35,9,8614,0,40,1
28,9,0,0,40,0
55,10,15024,0,40,1
52,10,0,0,45,1
38,9,0,0,35,0
18,10,0,0,50,0
23,10,0,0,25,0
35,11,0,0,40,1
56,7,0,0,40,0
23,9,0,0,45,0
20,10,0,0,30,0
21,10,0,0,30,0
57,10,0,0,40,0
25,14,0,0,37,0
17,7,0,0,30,0
39,9,0,0,40,0
25,9,0,0,40,0
48,9,0,0,40,0
42,10,0,1408,40,0
23,13,0,0,40,0
34,9,0,0,50,0
34,9,0,0,40,1
38,15,0,0,40,1
33,13,0,0,45,0
23,13,0,0,50,0
43,13,0,0,40,1
33,9,0,0,40,0
58,9,0,0,40,0
57,14,0,0,14,1
41,11,3325,0,40,0
26,9,0,0,40,0
35,10,0,0,30,0
30,7,0,0,35,0
36,9,0,0,40,0
24,13,0,0,38,0
23,9,0,0,16,0
31,10,0,0,50,0
48,12,0,1902,40,1
51,9,3103,0,60,1
46,10,0,0,40,0
43,11,0,0,35,0
39,15,0,0,45,1
32,15,7688,0,45,1
44,10,0,0,40,0
38,9,0,0,24,1
50,9,0,0,25,0
56,10,0,0,40,0
54,9,0,0,40,0
46,10,0,0,40,1
27,9,0,0,48,0
49,9,0,0,40,1
24,13,0,0,45,0
39,9,0,0,40,0
31,6,0,0,40,0
39,9,0,0,40,1
47,16,0,0,35,1
28,9,0,0,40,0
34,13,0,0,50,1
20,9,0,0,40,0
55,14,0,1977,40,1
52,9,0,0,50,1
43,9,0,0,40,0
61,13,0,0,42,0
34,13,0,0,40,1
40,14,15024,0,37,1
61,13,0,0,40,1
44,11,0,0,40,1
24,10,0,0,60,0
23,10,0,0,40,0
33,12,0,0,40,0
43,14,0,0,45,1
29,14,0,0,15,0
41,10,0,0,25,0
29,10,0,0,45,0
26,6,0,0,40,0
48,14,0,0,61,1
41,14,15024,0,50,1
46,9,0,0,40,1
27,13,0,0,40,1
36,9,1831,0,40,0
22,10,0,0,16,0
59,4,0,0,40,0
58,9,0,0,50,0
76,7,0,0,16,0
51,2,0,0,54,0
31,10,0,0,40,0
50,9,0,0,40,0
38,6,0,0,45,0
22,9,0,0,40,0
73,7,0,0,15,0
21,6,0,0,35,0
55,10,0,1902,40,1
39,14,0,1848,45,1
21,12,0,0,5,0
51,9,0,0,40,0
63,10,0,0,20,0
26,9,0,0,40,0
50,13,0,0,40,1
34,13,15024,0,60,1
42,9,5178,0,40,1
46,10,0,0,40,1
23,13,0,0,40,0
46,9,0,0,40,0
41,13,0,0,40,0
32,10,0,0,40,0
32,10,0,0,40,0
61,10,0,0,20,0
49,6,0,0,38,0
38,9,0,0,40,0
44,13,7688,0,52,1
57,16,0,0,40,1
57,9,0,0,40,0
26,9,0,0,24,0
54,13,0,0,38,0
17,7,0,0,40,0
26,13,0,0,20,0
39,14,0,0,45,1
24,13,2174,0,45,0
33,13,0,0,40,0
32,11,0,0,35,0
65,9,991,0,20,0
26,13,0,0,50,0
22,10,0,0,20,0
30,10,0,0,10,0
21,9,0,0,24,0
30,13,7298,0,50,1
38,10,0,0,35,0
24,13,0,0,40,1
53,13,0,0,45,1
74,10,0,0,35,1
23,10,0,0,20,0
66,13,0,0,45,1
34,10,0,0,50,1
17,6,0,0,20,0
28,9,2354,0,40,0
29,10,0,0,40,0
40,4,0,0,42,0
40,9,0,0,40,0
62,9,0,0,30,0
45,13,0,0,30,0
28,9,0,1741,52,0
36,14,7688,0,50,1
52,10,0,0,40,0
42,11,2407,0,40,0
36,13,0,0,40,0
34,13,0,0,40,0
39,9,0,0,40,0
37,10,0,0,40,0
22,9,0,0,35,0
53,12,0,0,40,1
56,5,3411,0,50,0
22,9,0,0,40,0
21,10,0,0,30,0
52,13,15024,0,55,1
36,9,0,0,40,0
65,9,0,0,50,0
32,9,0,0,40,0
36,13,0,0,40,0
69,9,0,0,9,0
31,13,13550,0,50,1
43,10,0,0,50,0
18,10,0,0,40,0
66,10,0,0,40,0
43,13,0,0,60,0
61,9,0,0,35,0
46,10,0,0,40,0
53,5,0,0,70,0
44,9,14344,0,40,1
62,9,0,0,40,0
74,9,0,2149,20,0
17,6,0,0,40,0
22,10,0,0,40,0
28,9,99999,0,40,1
31,11,3137,0,50,0
50,9,0,0,40,0
20,9,0,0,40,0
44,9,0,0,40,0
29,10,0,0,40,0
30,10,0,0,48,0
49,14,7298,0,40,1
25,9,0,0,40,0
22,9,0,0,24,0
57,10,0,0,35,0
51,6,0,0,40,0
41,10,0,0,40,0
30,14,0,0,30,0
52,6,5013,0,40,0
43,13,0,0,35,0
52,9,0,0,44,1
37,14,0,0,40,0
17,6,0,0,15,0
61,9,1471,0,35,0
23,13,0,0,20,0
64,9,0,0,50,1
62,9,0,0,35,0
37,9,0,0,40,0
42,13,0,0,50,1
35,14,0,0,40,1
71,15,0,0,2,0
61,5,0,0,40,0
33,10,0,0,40,1
52,9,0,0,48,1
53,10,0,0,60,1
45,9,0,0,50,1
64,5,0,0,45,0
43,9,0,0,40,0
40,13,0,0,37,0
25,10,0,0,40,0
27,9,0,0,40,0
36,9,0,0,40,0
30,9,0,0,60,0
20,9,0,0,30,0
38,13,0,0,40,0
29,13,0,0,40,0
29,14,0,0,42,0
51,12,0,1628,30,0
27,10,0,0,40,0
50,14,0,0,50,1
33,14,0,0,20,0
64,12,0,0,20,0
43,10,0,0,40,0
48,7,0,0,40,0
22,10,0,0,40,0
39,9,0,0,40,0
34,13,0,0,40,1
32,10,0,0,40,0
40,13,0,0,40,0
53,4,0,0,40,0
23,9,0,0,40,0
45,14,0,0,40,0
20,9,0,0,40,0
25,13,0,0,40,0
84,3,0,0,20,0
90,14,0,0,40,0
35,11,0,0,40,1
32,7,0,0,43,1
35,9,0,0,40,0
25,9,0,0,40,0
22,10,0,0,40,0
53,13,0,0,60,1
22,9,0,0,40,0
23,9,0,0,40,0
47,10,0,0,48,1
45,13,0,0,40,1
59,3,0,0,40,0
32,10,0,1485,45,1
68,10,0,0,48,1
32,10,0,0,20,0
44,13,0,0,60,0
24,10,0,0,16,0
19,9,0,0,35,0
32,15,13550,0,50,1
18,10,0,1602,40,0
71,14,0,0,20,0
47,13,0,0,45,0
37,14,0,0,60,1
18,6,0,0,40,0
23,13,0,0,40,0
54,14,0,0,38,0
46,2,0,0,40,0
53,10,0,0,40,1
50,10,0,0,40,0
39,13,0,0,40,1
29,10,0,0,40,0
35,9,0,0,54,0
28,13,0,0,60,1
45,13,0,0,40,0
19,8,0,0,40,0
49,9,0,0,40,0
61,7,0,0,36,0
42,9,0,0,40,0
40,9,0,0,40,0
40,13,0,0,40,0
47,10,7688,0,40,1
28,9,0,0,40,0
40,10,0,0,40,0
42,9,0,0,40,0
53,16,0,0,50,0
62,5,0,0,42,0
37,2,0,0,40,0
54,10,0,0,45,1
45,4,0,0,10,0
47,13,0,0,60,1
30,12,0,0,60,0
47,10,7688,0,40,1
52,14,15024,0,60,1
50,9,0,0,50,0
65,9,2414,0,20,0
49,14,0,0,45,0
20,9,0,0,20,0
42,9,0,0,40,0
21,10,0,0,10,0
65,5,0,0,24,0
23,10,0,0,37,0
37,9,0,0,40,0
26,13,5178,0,42,1
44,11,0,0,40,0
60,9,0,0,40,0
39,10,0,0,40,0
22,9,0,0,40,0
40,11,0,0,40,1
36,9,0,0,38,0
32,14,4865,0,40,0
39,14,0,1977,24,1
49,14,0,0,40,1
35,9,0,0,30,0
66,1,0,0,40,0
39,13,0,0,40,1
25,9,0,0,35,0
35,11,0,0,40,0
37,13,0,0,40,1
20,9,0,0,40,0
23,9,0,0,35,0
36,7,0,0,40,0
28,9,0,0,40,0
35,10,0,0,50,0
31,13,0,0,55,1
56,13,0,0,20,0
42,13,0,0,58,0
31,9,0,0,40,0
59,13,0,0,22,1
39,14,0,0,45,0
20,8,0,0,40,0
25,4,0,0,40,0
26,4,0,0,75,0
34,12,0,0,40,0
41,7,0,0,36,0
32,10,0,0,40,1
41,12,0,0,40,0
30,9,0,0,40,0
47,9,0,0,40,0
25,10,0,0,40,0
50,12,0,0,40,0
17,6,0,1602,40,0
65,11,0,0,25,0
40,9,0,0,45,0
26,14,0,0,40,0
38,7,0,0,40,0
51,9,0,0,40,0
25,9,0,0,40,0
48,10,0,0,40,0
31,13,0,0,60,0
54,14,0,0,40,0
21,9,0,0,40,0
49,9,0,0,80,0
53,13,0,0,40,1
18,10,0,0,24,0
21,10,0,1602,12,0
39,11,7688,0,40,1
36,10,0,0,40,0
41,9,0,0,45,0
32,9,0,0,50,0
18,7,0,0,20,0
33,14,0,0,40,0
41,14,0,0,40,0
47,4,0,0,40,0
44,9,0,0,40,1
60,9,0,0,40,0
37,10,0,0,55,0
31,5,0,0,40,0
36,9,0,0,40,0
39,13,0,0,40,0
35,7,0,0,8,0
39,13,0,0,30,0
32,13,99999,0,50,1
41,15,0,0,45,1
51,10,0,0,50,0
19,10,0,0,26,0
24,9,0,0,40,0
54,9,5178,0,50,1
43,13,0,0,40,1
65,9,0,2174,40,1
19,7,0,0,25,0
37,4,0,0,25,0
37,10,0,0,40,0
21,10,0,0,25,0
45,9,0,2179,45,0
38,9,0,0,60,1
38,9,0,0,40,0
27,9,2174,0,40,0
39,13,0,0,30,1
33,13,0,0,40,0
32,13,0,1848,50,1
23,10,0,0,32,0
59,16,0,0,40,1
61,9,0,0,35,0
55,9,0,0,40,0
53,13,0,0,30,0
33,11,0,0,36,0
23,10,0,0,20,0
29,9,0,0,36,0
32,12,0,0,40,0
28,6,0,0,40,0
61,9,0,2754,25,0
22,10,0,0,40,0
23,13,0,0,50,0
61,9,0,0,40,0
23,12,0,0,25,0
69,9,0,0,48,0
34,16,0,0,60,1
39,9,0,0,42,1
51,13,0,0,50,1
51,9,0,0,38,0
47,14,0,0,35,0
39,15,15024,0,60,1
44,9,0,0,40,0
58,5,0,0,40,0
30,13,0,0,52,1
43,9,0,0,40,0
21,9,0,0,40,0
39,13,0,0,40,0
61,7,0,0,40,1
28,13,0,0,40,0
67,9,15831,0,16,1
23,10,0,0,24,0
30,5,0,0,40,0
50,14,0,1977,40,1
43,13,0,0,45,0
36,13,0,0,40,0
41,8,0,0,40,0
47,14,0,0,35,1
37,13,0,0,50,1
31,10,0,0,15,0
22,7,0,0,40,0
24,9,0,0,38,0
24,10,0,0,35,0
58,9,0,0,30,0
38,9,0,0,40,0
18,10,0,0,25,0
51,5,0,0,40,0
47,13,0,0,65,0
50,10,0,0,40,0
33,12,0,0,40,0
24,9,4386,0,40,1
33,13,0,0,40,0
55,14,15024,0,50,1
47,15,0,0,40,1
20,10,0,0,40,0
27,10,0,0,80,0
36,13,0,0,50,0
59,13,10605,0,50,1
39,14,0,0,60,1
26,12,0,0,40,0
52,13,0,0,45,1
49,9,0,0,30,1
31,9,0,0,52,0
20,10,0,0,40,0
43,9,0,0,40,0
44,9,5013,0,60,0
32,6,0,0,35,0
35,9,0,0,40,0
60,9,0,0,38,0
32,11,0,0,40,0
20,10,0,0,40,0
39,7,0,0,40,0
51,13,0,0,55,1
52,13,0,0,60,0
52,10,0,0,60,1
18,10,0,0,20,0
46,9,0,0,40,1
35,10,3908,0,27,0
43,9,4386,0,40,1
30,9,0,0,40,0
43,9,0,0,40,0
32,6,0,0,40,0
30,4,0,0,40,0
35,10,7443,0,40,0
31,10,0,0,38,1
24,13,0,0,27,0
29,12,0,0,50,0
46,9,7688,0,96,1
45,5,0,0,40,0
52,10,0,0,40,1
49,9,0,0,40,0
50,9,0,0,38,1
23,10,0,0,40,0
35,9,0,0,45,0
40,15,0,0,55,1
48,13,0,0,45,1
20,10,0,0,20,0
46,9,0,0,40,0
30,9,0,0,40,0
65,10,0,0,38,0
53,9,0,0,35,0
21,10,0,0,20,0
34,9,0,0,50,0
24,9,0,0,36,0
72,10,9386,0,30,1
40,10,0,0,60,0
43,9,0,0,40,0
32,9,0,0,50,0
44,14,0,0,40,1
49,13,0,0,43,0
30,7,0,0,40,0
23,9,0,0,40,0
63,9,99999,0,40,1
30,9,0,0,40,0
46,13,0,0,55,1
38,10,0,0,40,1
50,13,7298,0,50,1
44,9,0,0,30,0
48,9,0,0,36,0
38,9,0,0,40,0
21,10,0,0,40,0
59,10,0,0,12,0
58,2,0,0,38,0
21,10,0,0,40,0
49,13,0,0,35,0
30,9,0,0,30,0
23,13,0,0,40,0
24,11,0,0,35,0
31,13,0,0,40,0
34,3,0,0,40,0
21,9,0,0,38,0
28,9,0,0,40,0
59,7,0,0,60,0
59,6,0,0,30,0
18,9,0,0,35,0
40,13,0,0,45,0
29,15,0,0,50,1
38,14,0,0,40,1
53,3,0,0,30,0
44,14,7298,0,40,1
49,10,0,0,40,0
36,13,0,0,17,0
18,7,0,0,25,0
49,13,0,0,50,1
41,9,0,0,40,1
49,11,0,0,40,0
42,14,0,0,50,1
34,9,0,0,60,1
28,9,0,0,40,0
57,13,0,0,40,1
45,9,0,0,40,0
18,9,0,0,40,0
24,10,7298,0,40,1
29,13,7688,0,40,1
42,10,0,0,60,0
20,10,0,0,30,0
62,8,0,0,40,1
55,7,0,0,40,0
37,9,0,0,40,0
24,10,0,0,40,0
23,13,0,0,30,0
58,14,0,0,40,1
51,11,0,0,38,1
44,13,0,0,50,1
20,9,0,0,40,0
45,11,0,0,40,0
45,9,3942,0,40,0
21,9,0,0,40,0
31,12,0,0,40,0
46,15,0,0,40,0
31,9,0,0,40,1
41,9,0,0,40,0
70,9,0,0,40,0
50,13,0,0,40,0
29,9,0,0,40,1
28,10,5013,0,55,0
25,13,0,0,40,0
17,6,0,0,20,0
30,9,0,0,65,1
24,13,0,0,40,0
20,10,0,0,35,0
36,9,0,0,40,0
27,9,0,0,40,0
46,4,0,0,40,0
19,10,0,0,18,0
45,13,0,0,50,1
49,4,0,0,40,0
40,15,99999,0,40,1
39,11,0,0,40,0
53,10,0,0,66,0
24,10,0,0,35,0
27,10,0,0,40,0
31,10,0,0,40,0
39,14,0,0,40,1
50,4,0,0,40,0
39,13,0,0,45,0
74,10,0,0,9,0
37,9,0,0,50,1
37,9,0,0,40,0
37,9,0,0,40,0
65,10,0,0,40,0
41,9,2174,0,41,0
38,10,0,0,40,0
47,7,0,0,8,0
25,12,0,0,40,0
56,13,8614,0,55,1
42,13,0,0,40,0
27,12,0,0,40,0
60,13,0,0,30,0
47,10,0,0,40,0
17,9,0,0,40,0
64,13,0,0,50,0
18,9,0,0,20,0
38,9,0,0,44,1
56,10,0,0,40,0
41,9,0,0,40,0
17,7,0,0,30,0
30,12,0,0,40,0
28,13,0,0,45,1
18,7,594,0,30,0
44,12,4386,0,45,1
34,9,0,1408,38,0
51,9,0,0,40,0
22,7,0,0,40,0
68,9,2414,0,40,0
40,11,0,0,45,0
59,9,0,0,50,0
43,10,0,0,50,1
57,9,0,0,40,0
20,10,0,0,40,0
48,14,0,0,40,1
47,13,0,0,48,0
28,9,0,0,28,0
55,10,0,0,40,1
41,14,0,0,60,1
47,9,0,0,40,0
72,7,0,0,8,0
63,13,0,0,40,0
17,6,0,0,10,0
29,9,0,0,40,0
23,11,0,0,25,0
31,10,0,0,40,0
34,13,3103,0,55,1
34,10,0,0,40,0
51,9,0,0,40,0
35,13,4386,0,47,1
45,13,0,0,40,1
24,12,0,0,40,0
26,9,0,0,40,0
50,10,0,0,40,0
56,12,0,0,50,0
32,9,0,0,40,0
24,13,0,0,40,0
30,16,0,0,20,0
23,9,0,0,50,0
18,7,0,0,20,0
37,13,0,0,40,1
42,10,0,0,40,0
51,13,0,0,50,1
51,9,0,0,40,0
50,9,0,1848,40,1
20,9,0,0,45,0
39,13,3137,0,40,0
42,12,0,0,40,0
25,9,0,0,25,0
51,10,0,0,60,0
34,10,0,0,44,0
42,9,0,0,39,0
27,13,0,0,40,1
28,9,0,0,35,0
35,9,7688,0,50,1
25,10,0,0,40,0
21,10,0,0,40,0
57,9,0,0,45,1
50,16,0,0,64,0
21,9,0,0,37,0
20,10,0,0,45,0
63,10,0,0,12,0
48,13,0,0,35,0
24,13,0,0,35,0
51,6,0,0,40,0
43,6,0,0,40,0
20,10,0,0,35,0
18,7,0,1602,40,0
22,9,0,0,40,0
22,10,0,0,37,0
34,13,0,0,40,1
32,10,0,0,50,0
43,10,0,0,40,0
28,9,0,0,40,0
20,7,0,0,39,0
66,6,0,0,11,0
63,9,0,0,55,1
31,10,0,0,40,0
51,9,0,0,30,0
46,10,0,1887,40,1
22,8,0,0,50,0
38,13,6849,0,60,0
27,9,0,0,25,0
18,7,0,0,40,0
47,9,0,0,35,0
38,13,0,0,45,1
21,10,0,0,40,0
24,8,0,0,40,0
31,14,0,0,30,0
40,11,0,1977,15,1
28,9,0,0,23,0
46,9,0,0,25,0
68,9,0,0,32,0
40,9,0,0,40,0
60,13,0,0,15,0
39,10,0,0,24,0
64,10,0,0,40,0
47,10,0,0,40,0
56,9,0,0,60,0
26,10,0,0,18,0
41,5,0,0,40,0
60,4,0,0,40,0
42,11,0,0,50,0
63,13,10605,0,40,1
46,10,0,1977,50,1
28,9,0,0,28,0
52,15,0,2559,60,1
62,4,0,0,91,0
40,11,0,0,50,1
28,9,0,0,40,0
58,14,0,0,50,0
47,10,0,0,40,0
26,13,0,0,35,0
61,16,0,0,40,1
21,9,0,0,22,0
48,14,0,0,40,0
25,9,0,0,40,0
37,10,0,0,40,0
34,9,0,0,50,0
47,9,0,0,40,0
60,9,0,1092,40,0
64,10,0,0,20,0
32,3,0,0,10,0
30,9,0,0,38,0
28,9,0,0,38,0
41,15,0,2415,55,1
41,13,0,0,55,0
80,15,10605,0,10,1
19,10,0,0,30,0
90,5,0,0,40,0
34,13,7688,0,50,1
39,14,7688,0,40,1
51,12,0,0,50,0
39,8,0,1848,40,1
40,9,0,0,40,0
56,9,0,0,40,0
19,10,0,0,20,0
37,13,0,0,60,0
33,9,0,0,40,0
48,9,0,0,40,1
31,15,0,0,60,1
48,13,0,0,40,0
58,12,0,0,50,1
47,9,0,0,40,0
25,10,0,0,40,0
47,11,0,0,40,1
29,9,0,0,40,0
43,10,5178,0,40,1
38,7,0,0,40,0
20,6,0,0,40,0
49,10,0,0,80,1
26,10,0,0,20,0
32,10,4650,0,45,0
38,9,0,0,50,0
21,10,0,0,20,0
46,9,0,0,24,0
20,10,0,0,20,0
23,10,0,0,24,0
43,14,0,0,50,1
36,12,0,0,55,0
60,9,0,0,40,0
47,11,0,0,40,0
46,9,0,0,40,1
19,9,0,0,35,0
38,9,0,0,40,0
48,9,0,0,20,0
43,9,0,0,50,0
26,13,0,0,50,0
27,9,0,0,40,0
42,10,0,0,40,0
33,9,0,0,40,0
66,6,1086,0,20,0
43,9,0,0,60,0
31,13,0,0,40,1
41,9,7688,0,40,1
28,13,0,0,10,0
45,9,0,0,50,1
56,9,0,0,40,0
22,10,3325,0,40,0
22,10,0,0,22,0
55,6,0,0,40,0
32,9,0,1602,20,0
20,10,0,0,8,0
31,9,0,0,52,0
32,5,0,0,50,0
50,9,0,0,40,0
26,10,0,0,40,0
49,9,0,0,32,0
61,9,0,0,20,0
35,14,0,0,45,1
26,3,0,0,40,0
23,9,0,0,40,0
25,11,0,0,40,0
36,13,15024,0,45,1
45,15,0,1485,50,1
48,10,3325,0,40,0
28,13,0,0,5,0
41,16,15024,0,50,1
17,8,0,0,16,0
26,14,0,0,48,0
25,13,0,0,40,0
37,13,0,0,40,1
27,10,0,0,30,0
39,12,0,0,20,1
54,10,0,0,32,0
39,10,0,0,40,0
43,13,0,0,50,0
21,10,0,0,40,0
27,9,0,0,40,0
40,9,0,0,45,0
40,4,0,0,40,1
19,10,0,0,20,0
53,10,0,0,50,1
32,6,0,0,40,0
45,9,0,0,40,0
40,9,0,0,40,0
45,8,3103,0,40,1
41,13,0,1977,45,1
26,10,0,0,40,0
40,7,0,0,35,0
28,12,0,0,30,0
44,9,0,0,40,0
31,13,0,0,35,0
34,9,2977,0,50,0
42,10,0,0,50,1
75,9,0,0,20,0
59,16,0,0,40,0
41,12,0,0,50,1
29,9,0,0,45,0
37,10,0,0,60,0
34,13,0,0,55,1
28,12,0,0,40,0
42,9,0,0,35,0
76,9,0,0,17,0
33,9,0,0,40,0
23,13,0,0,15,0
22,11,0,0,40,0
68,10,0,0,12,1
46,11,0,0,40,1
63,5,0,0,40,0
51,10,0,0,40,0
54,9,0,0,45,0
79,9,0,0,6,0
52,9,0,0,55,1
27,15,0,0,50,1
27,9,0,0,40,0
51,9,0,0,65,0
23,7,0,0,35,0
19,8,0,0,40,0
43,11,0,0,40,0
68,10,0,0,40,0
33,14,15024,0,44,1
37,13,0,0,50,0
38,15,0,2415,90,1
30,9,0,0,32,0
29,13,0,0,50,0
69,3,0,0,40,0
22,9,0,0,40,0
62,14,0,0,40,1
39,9,0,0,40,0
29,8,0,0,40,0
24,13,0,0,40,0
30,13,0,0,40,0
39,14,0,0,40,0
18,9,0,0,30,0
47,9,0,0,40,0
31,13,0,0,40,0
51,10,0,0,40,1
21,10,0,0,40,0
38,8,0,0,17,0
39,13,0,1887,40,1
38,13,0,0,52,1
30,11,0,0,55,0
35,9,0,0,40,0
41,13,0,0,40,0
17,7,0,0,8,0
62,13,0,0,50,1
44,9,0,0,60,1
40,10,0,0,48,1
34,9,0,0,35,0
39,14,15024,0,40,1
28,15,0,0,85,0
34,14,0,0,40,0
33,10,0,0,56,1
40,13,0,0,53,0
38,10,0,0,20,0
49,10,0,0,25,0
35,9,0,0,40,0
42,9,0,0,15,0
32,9,0,0,40,0
39,13,5455,0,60,0
42,7,0,0,40,0
22,9,0,0,42,0
30,10,0,0,20,1
32,13,0,0,40,0
31,10,0,0,40,0
55,11,0,0,35,0
25,10,0,0,25,0
29,12,0,0,38,0
30,9,0,0,40,0
33,10,0,0,40,0
50,13,15024,0,40,1
51,14,0,0,55,1
35,4,0,0,40,0
52,16,99999,0,65,1
53,6,0,0,40,0
31,13,0,1564,60,1
44,10,0,0,40,0
71,10,0,1816,2,0
39,9,0,0,20,0
34,10,0,0,72,0
53,16,7688,0,50,1
46,15,0,0,40,1
33,9,0,0,40,0
51,10,7298,0,40,1
56,11,0,0,40,1
18,9,0,0,40,0
28,9,0,0,40,0
57,9,0,0,50,0
56,8,0,0,40,0
50,9,0,0,40,0
19,10,0,0,32,0
36,9,0,0,20,0
39,9,0,0,40,0
27,13,0,0,40,0
43,13,0,0,50,0
31,9,0,0,50,0
56,7,0,0,40,0
27,10,0,0,45,1
44,9,0,0,40,0
44,10,7688,0,45,1
45,13,0,1977,50,1
46,9,0,0,40,0
37,11,0,0,32,0
35,9,0,0,40,1
43,10,15024,0,45,1
37,10,0,0,40,0
32,12,0,2002,42,0
